tweet_id	tweet_text
tweet-ar-188	"في كوكب اليابان "" عامل النظافة"" يسمى ""مهندس الصحة "" ، وتبلغ أجرته ما بين 5000 إلى 8000 دولار كل شهر لكي تتوفر له حياة كريمة تضاهي المهندس و الطبيب ووو ..
عندما تقدر المهن و يحترم أصحابها يتطور المجتمع وترتقي خدماته .
#الحضارة https://t.co/AJOeTl7swh"
tweet-ar-189	"شاهدوا جمال العين تحت المجهر ❤️
 https://t.co/7K1wwEWqoI"
tweet-ar-194	"المخابرات العامه المصريه GIS
الاسود المصريه تعتقل الكلب :صدام ضرغام حي وشهرته ذباح داعش وكان يقوم بذبح البدو والرجال الذين يتعاونون مع الجيش المصري  وتم القضاء علي ٢٤ كلب من عناصر الارهاب الجناح العسكري اخوان الفساد والارهاب.تحيا مصر،تحيا مصر،تحيا مصر . https://t.co/VZi7icKjVS"
tweet-ar-196	منظمة الصحه العالميه تصل الى نتيجه نهائيه بأن حامل فايروس كوفيد19 يعتبر شخص غير معدي للآخرين الا في حالة ظهور الاعراض لديه واهمها الحراره! لذا لاينصح بفحص غير المصابين او حجزهم بداعي الحجربذلك اصبح المسح الوطني والحجر لغير المصاب بالاعراض عديم الجدوى ولايؤثر على التعامل مع المرض https://t.co/FCW3wiCycQ
tweet-ar-197	"لما جون ستام يلبس تيشيرت مكتوب عليه
كل الرجال مخلوقين زي بعض
لكن افضلهم من ولدوا بمصر
يبقي من حقك تفخر بوطنك ورئيسه وبشعبه وجيشه👌
تحيا مصر🇪🇬🇪🇬🇪🇬 https://t.co/sesR635m7I"
tweet-ar-200	🌺مصيبه اخري في انتظارنا عندما ستفتح المطارات بعد طول الحجر سيكون الطيارون قد نسوا اثناء ذلك القياده 🌺 https://t.co/UOgEyi7dXd
tweet-ar-202	"قادم من #قطر/ عدم التزام يوسف #المساكني بالحجر الصحّي! ( فيديو + صورة)

https://t.co/lk8WfKdkdB"
tweet-ar-203	مظاهرة في حي النهضة في جرمانا دمشق https://t.co/0OuXmwiV04
tweet-ar-205	الشرطه الأمريكيه تلقى القبض على مواطن بيستخبى جوه شجره عشان يقدر يتحرك براحته خلال حظر التجول ✋والنبى يا جماعه حد يتأكد من جنسيته إيه عشان التصرفات دى مش غريبه عليا🤣😂 https://t.co/9vK5k5BoGC
tweet-ar-206	التايمز البريطانية تقول أن السيسي واحد من أقذر ثلاثه حكام من هم الإثنين الآخرين يا ترى https://t.co/ee3ps2esLT
tweet-ar-208	"قرار من أجهزة الأمن الفلسطينيه:
ﻳﻮﻡ ﻏﺪ ﻳﺒﺪﺃ ﺍﻟﻌﻤﻞ ﺑﻨﻈﺎﻡ ﺍﻹﺗﺼﺎﻻﺕ ﺍﻟﺠﺪﻳﺪ : ﺍﻟﻤﻜﺎﻟﻤﻪ ﻣﺴﺠﻠﺔ + ﻣﺤﺎﺩﺛﺎﺕ ومكالمات
ﺍﻟﻮﺍﺗﺴﺎﺏ ((ﻣﺮﺍﻗﺐ)) 
  حتى صور شخصيه للنساء انتبهو ا + ﺗﻮﻳﺘﺮ ﻣﺮﺍﻗﺐ + ﺍﻟﻔﻴﺲ ﺑﻮﻙ ﻣﺮﺍﻗﺐ"
tweet-ar-210	"سبحانك يارب 

في ظاهره هي الاول من نوعها مئات الامريكان يغادرون منازلهم ويمكثون في مسجد الهدئ بأحد الولايات مطالبين بالتعرف علئ مبادئ الاسلام 
☄☄☄ https://t.co/HGEVPQ7qSh"
tweet-ar-211	حريق ضخم في مبنى مستشفى لمرضى #كورونا في روسيا الان https://t.co/K7FLmLp5wn
tweet-ar-212	حبس مبارك البغيلي الكويتي 15 يوم بتهمة الإساءة لمصر ونشر أخبار كاذبة عقبال الاخ صفاء الهاشمي علشان لسانهم يطوووول على  تاج رأسهم مصر https://t.co/BUSQrqnGA9
tweet-ar-213	سي ان ان: الاردن أثبت أنه أفضل نظام طبي وإدارة أزمات في العالم https://t.co/ABdfYsERUP
tweet-ar-214	"إبقى في المنزل وإلا سوف ترقص معنا...
هكذا كان إعلان بلدية مدينة قيصري التركية للتوعية من كورونا. https://t.co/LZ32Vc8bZ6"
tweet-ar-215	"#حجب_المواقع_التركية

لأجل السعودية وملكها وولي العهد 

تهكير قناة تركيا ووضع علم السعودية
وشيلة هذا السعودي فوق فوق كفو تنطح كفو https://t.co/MNUwd6PlRO"
tweet-ar-216	الشرطة نزلت بعربية وعملت نداء الي جميع الحبيبة بكورنيش الاسكندرية خدها ف ايدك وروح بدل ماتتعلق انت وهي 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 https://t.co/U3uBvHKQBw
tweet-ar-218	"صيادون يعثرون على بقره بلون النمر في غابات #أستراليا #سبحان_الله 🙏
فعلها النمر المقنع إبن العاهرة 😂 https://t.co/WHxl4Saqaz"
tweet-ar-219	في عملية سرية لوزارة الخارجية، وصل إلى إسرائيل دواء تجريبي لمعالجة الكورونا. هذا الدواء هو الدواء الياباني افيجن، الذي نجح بتقليص فترة التماثل للشفاء من الفيروس لدى المرضى وبمنع تدهور حالتهم. سيبدأ المرضى الإسرائيليون بتلقي الدواء تحت إشراف طبي مكثف بهدف فحص نجاعته. https://t.co/3Ey8SG3iwR
tweet-ar-221	شاهد: الأذان يرفع في مسجد البيازين بمدينة غرناطة الاسبانية لأول مرة منذ 528 عاما على سقوط المدينة، آخر ممالك الأندلس https://t.co/RwKujV47Sp
tweet-ar-226	حسب مصادر News1 كريستيانو رونالدو في فترة الحجر الصحي يقرأ العديد من الكتب وقد بدأ بالفعل بقراءة القرآن😍 https://t.co/6ep7iGskqQ
tweet-ar-227	الجندرمة التركية تحرق مخيمات اللاجئين السوريين على الحدود التركية اليونانية لاجبارهم علي الذهاب لليونان، احد اللاجئين يقول الاتراك يهود :) https://t.co/kiZGSl2Jl9
tweet-ar-228	"مصر ليست وطنـا نعيش فيه بل وطن يعيش فينا 
     وطن بلا كنائس خير من كنائس بلا وطن

 مشاغل الخياطة بالايبارشيات للمساهمة فى إعداد الملابس الطبية ومستلزمتها التى تحتاجها الطواقم الصحية فى عملها الوطنى الذى نقدره كثيرا https://t.co/y6bvSGiHKX"
tweet-ar-230	السعودية تعلن رسمياً إلغاء موسم الحج لهذا العام ، وإيقاف العمرة لمدة 10 أشهر.🥺😢
tweet-ar-235	"دى لوحة كورونا لرسام ايطالي .. رسمها لترمز الى أن الوضع خرج عن السيطرة والأمر متروك لرب السماء ... 
يارب اجعلها بردا وسلاما على المسلمين والمؤمنين ... https://t.co/WmYtHr5Nit"
tweet-ar-236	أعتصام جماهيري غفير لرجال الحسبة اليهود الحريديم الأشداء في قدس الأقداس العاصمة العبرية المقدسة والمباركة اورشليم 🇮🇱🕎 يتحدون به قرار حكومة اسرائيل 🇮🇱 في الحجر الصحي ومنع التجوال رافعين شعار التوكل على الله حق التوكل اما فرج من الله واما عقاب يظهر ذنوبهم بإذن الله . https://t.co/FG1vLINoPL
tweet-ar-238	الامير تشارلز وحيداً .. https://t.co/TKMWFm8PHC
tweet-ar-239	"#كما_وصلني  

#نتفلكس حطوا نهايات المسلسلات في الشوارع عشان اللي يطلع يخرب المسلسل عليه 😎 https://t.co/VqZNX7BxNo"
tweet-ar-240	"منظمة الصحه العالميه تضع في صفحاتها صور أطباء الغرب دعماً لهم في مواجهة فايروس كورونا ..

هناك طبيب سوري أسمه ""محمد الخطيب"" أنهكه التعب وهو يداوي جرحى قصف كورونا الاسد حتى تم تدمير المستشفى ،لم تذكر المنظمه حتى أسمه !

عالم منافق https://t.co/HyuL8vjhqQ"
tweet-ar-243	"في #أستراليا 
غير الأستراليين لا يدخلون للسوبرماركت إلا بعد الساعة الثامنة 
.
نتمنى أن تطبق الأسواق في وطننا مثل هذه القرارات الرائعة الحامية للمواطنين 💚💐
.
لا يمكن أن يكون ابن الغريب بمنزلة ابنك ، ومن لا يعجبه هذا فوطنه أولى به https://t.co/iLCW9LusOy"
tweet-ar-245	"بدون شماتة
النمل يغزو ايران https://t.co/nUx8B5T7XR"
tweet-ar-247	"مجموعة من الإيطالين غير المسلمين يصلون خلف الجاليه المسلمه في إيطاليا تقربآ الي الله لرفع وباء #كرونا 
( ان الله معز دينه ولو كره الكافرين )
اين اللبراليين والعلمانيين من ابناء الاسلام  لم نسمع لهم همسآ ولا رمسآ 
اللهم انصر دينك وسلم عبادك من هذا البلا 🤲
#حظر_التجول_بالسعوديه https://t.co/JC8IZa5xzM"
tweet-ar-248	"الحكومة الروسية أطلقت ٥٠٠  أسد حتي تجبر الناس علي القعدة في البيت .🙈🙈

قوي بوتين https://t.co/VRuplR015V"
tweet-ar-250	"الرئيس الروسي #فلادمير_بوتين في بيان رئاسي :
لديكم الاختيار بين الحجر الصحي لمدة 15 يوم او السجن ل5 سنوات  
إنتهى نص البيان...
#كوفيد_19"
tweet-ar-252	"شاهد احد المصابين بفيروس كورونا يسقط على الا رض في شارع صاري بمدينة جدة. الله يستر هالفيروس ينتشر بشكل سريع ومروع.  #اغلاق_المساجد #كورونا_vs_انفلونزا_الطيور 
 https://t.co/UO0QZBtOFF"
tweet-ar-255	"وزير الخارجية السعودي السابق الأمير سعود الفيصل في آخر أيامة أصيب بمرض الرعاش
في احد المرات وضع الطعام أمامة وظل وحيدآ لا يأكل خوفآ من ان يقع الطعام علية وبدأ الجميع يأكل فرأى أردوغان الأميرسعود الفيصل لا يأكل فتقدم إلية وأطعمة بيدة ومازال آل سعود يدفع الأموال #بالاطاحه باردوغان https://t.co/RxyV6IMsfO"
tweet-ar-258	"بحرينيات مصابين بكورونا هاربين من الحجر الصحي 🤦🏻‍♂️
ودي اعرف وش المبرر لهربكم يلعنكم ويلعن مخكم يعني وجودكم بالحجر افضل لكم و للناس.. مافيه مبرر للهروب الا النوايا الخبيثه ومنها نشر الفايروس https://t.co/28ZRkbDNxF"
tweet-ar-260	"طائرة تجسس اسرائيلية بدون طيار فوق سماء فلسطين - غزة ولكن حكمة الله أن يتناولها الصقر صورة بالف معنى
أتمنى يراها كل الناس..😢😢 https://t.co/cS4240Bm4d"
tweet-ar-262	"""الطالب سيدفع 50 ديناراً من أجل التعلم عن بعد"" - مدير إدارة التعليم في وزارة التربية والتعليم

طبعا هذه أسعار رمزية بحسب تصريحه🤓"
tweet-ar-263	"معني كلمة نجاح 
الرئيس الصيني في قلب اكثر مكان موبوء علي وجه الارض بدون كمامه يحتفل بالانتصار https://t.co/Fk9SdSlQzb"
tweet-ar-264	الحمدلله رفع الحظر عن القرآن فى الصين https://t.co/tHDZsjj7cn
tweet-ar-265	"رساله جماهير ليون إلى المرأة بمناسبة ذكرى #يوم_المراه_العالمي 😊
Cuisine = المطبخ https://t.co/HFQci3ZHAU"
tweet-ar-266	السيدة تومسون خانها زوجها، فدست له السم في قهوته، فلما ظهرت عليه علامات التسمم أخذته إلى حبل المشنقة في الحديقة، وقبل أن تلف الحبل على عنقه أوقدت نار ثم لفت الحبل على عنقه ودفعت الكرسي وقبل أن يلفظ أنفاسه الاخيرة أطلقت عليه الرصاص، فمات مسموماً محروقاً مشنوقاً ومقتولاً. https://t.co/BxdYMw43aQ
tweet-ar-267	"شهداء الهجوم الإرهابي على مساجد نيو دلهي بالهند
اللهم تقبلهم من الشهداء ؛ للأسف تعتيم إعلامي لما يحدث بالهند . فكن أنت الإعلام البديل . https://t.co/gmXAlEIzyB"
tweet-ar-269	هههههه بوتين اجتمع اليوم بأردوغان 5 ساعات، بعد الاجتماع شاهدوا شكل اردوغان، بيسلم علي وزير خارجيتة بدل ما يسلم علي الوزير الروسي لافروف، هههههههه شكل بوتين شربه حاجه اصفرة :) https://t.co/QYdZLi83te
tweet-ar-272	"#قطر |
قذف الفقع الإيراني في الزباله خوفا من إنتشار #فيروس_كورونا_المستجدّ. https://t.co/1VEBDDOJ0I"
tweet-ar-273	"-البروفيسور الإسرائيلي موشيه شارون يلقي محاضرة في جامعة بن غوريون في إسرائيل وقد فاجأ الجميع بقوله أن الإسلام هو الدين الصحيح .. 
وقال بالعربية (وهو يعلو ولا يعلى عليه) وأنه آخر الديانات ومن اعتنقه فهو محظوظ لأنه على الحق. 
يستحق المشاهدة والنشر. https://t.co/MjUEGjibWe"
tweet-ar-277	"طفل سوري عمره 8 سنوات إسمه خميس الجاسر فقد ساقه خلال الأحداث السورية تلقى هذه الهدية من النجم المصري محمد صلاح: 
قميص ليفربول وحذاء بتوقيع نجمه العالمي المفضل على الإطلاق!
#Respect @MoSalah  
📸 @MiddleEastMnt https://t.co/X7Ym9RpFqM"
tweet-ar-278	Canal🚨🚨: إصابة اليكسس سانشيز بفايروس كورونا !! https://t.co/EL6PCrW3v3
tweet-ar-281	"كثير هالقد والله!!
صالة قمار مختلطة في بلد الاسلام السعودية!!
والسيدة اللي عاملين معها المقابلة بتقول : الحمد لله انهم وافقوا على طلبي اني انضم للّعب بهيك صالة 😲

صدق المثل : عيش كثير بتشوف كثير.. https://t.co/OW29xOS8Ku"
tweet-ar-282	"هام وخطير: 
أنباء عن وفاة طفل بـ #فيروس_كورونا في مشفى #المجتهد في #دمشق،وإصابة خالة الطفل التي كانت برفقته،
وتم عزل القسم التي توجد فيه الخالة،وشوهد الطبيب المعالج يبكي خوفاً بسبب سعال الطفل بوجهه، قبل أن يتم تشخيص المرض!!!
وتكتم شديد من قبل الأمن والمشفى.#إيران #دمشق #كورونا"
tweet-ar-283	"بسبب ضعف إجراءات الوقاية.. الصحة تعلن إصابة مواطن قطري بـ""#كورونا""
#قطر 
 https://t.co/tW7aqq636f"
tweet-ar-284	"#أمريكا
 الشرطة تلاحق مواطن سرق دبابة  نطالب الجميع بضبط النفس والاحتكام للشارع وإعادة الدبابة حق الناس https://t.co/SOellsAQl6"
tweet-ar-285	دسمان | #الكويت - أطباء إيطاليا يفجرون مفاجأة لفيروس #كورونا ، وإتهام منظمة الصحة العالمية بالخديعه . #Covid_19 https://t.co/2gcidGOepJ
tweet-ar-287	"علماء يثيرون مخاوف من دخول الشمس مرحلة ""سبات كارثي"" تهدد الحياة على الأرض

يقول علماء إن الشمس دخلت في إطار الحجب، ما قد يتسبب بتجمد الطقس والزلازل والمجاعة، حيث تقع حالياً في فترة ""الحد الأدنى للطاقة الشمسية""، ما يعني أن النشاط على سطحها انخفض. 

#الرؤية_بلا_حدود https://t.co/6LCs0pxo7I"
tweet-ar-289	قام الممثل الهندي عامر خان بالاعلان عن التبرع بكيلو طحين لأصحاب الحاجةفاستغرب الجميع ولم يحضر لأخذ المساعدات إلا المحتاجين بحق لهذا الكيلو من الطحين وحين استخدامهم للطحين خرج منها مبلغ ١٥ الف روبية كان قد خبأهاوبهذه الطريقةوصلت المساعدة حقا لأصحاب الحاجة الذين لايملكون سعر الطحين https://t.co/GDCNHl5tvv
tweet-ar-290	"الطبيب #الفرنسي ""المثير للجدل"" يتوقع اختفاء #كورونا قبل نهاية الربيع

توقع البروفيسور المشهور والطبيب الفرنسي #ديدي_راؤول المختص في الأمراض الجرثومية، #اختفاء فيروس كورونا، في غضون أسابيع قليلة، بحسب ما نقلت عنه صحيفة القدس العربي.

لقراءة المزيد:⬇️
https://t.co/qo40i7B8dl https://t.co/uLTyes9kIU"
tweet-ar-292	"اقراو اني مشوكيااااااا و انا نقول علاه ترامب خرج و قال الفيروس مايعيشش فالسخانه يعني علابالو بكلش من الأول 😳
منقول:
مؤكد اخر  اجل الفيروس في أول أفريل والأسباب:
هو ليس فيروس  بل وهم  الكورونا هي تجربة لغاز في مختبر بيولوجي أمريكي، لم يقع السيطرة عليه  يوم/2020/1/4 في افغنستان"
tweet-ar-293	"لماذا تأتي دائما #العاصفه_الترابيه في نهاية فصل الشتاء؟ 
لأن حكمة ربنا تتجلى فى قيام هذه العاصفة بتنظيف وتطهير الأرض من كل الڤيروسات التي نتجت عن البرودة ومنها كورونا طبعا..
تطهير وتعقيم إلهي.. اشكروا الله كثيرا واحمدوه قدر قدره الذي لا يقدره الا هو،🙏"
tweet-ar-294	"عقب حرائق غابات أستراليا،، ماتت انثى الدب و بقي صغارها بلا ام،، 
فألهم اللهُ الثعلبة بإرضاعهم في مشهد هز الضمائر سبحانك ربي..
سبحان الله https://t.co/RZzpecs1K0"
tweet-ar-296	بشعار “القدس لنا”.. “شاهد” الجزائر تضع قبة الصخرة على عملتها وفلسطينيون: “ويلوموننا في حبك يا جزائر #الخليج #مصر #الجزائر #السعودية  https://t.co/MIgNDxo2S8
tweet-ar-298	"سبحان الله ..
وضع بذرة رمان وبذرة ليمون وتم وضعها في كبسولة. وغرسها.  تابع المقطع  لترى العجب! https://t.co/KFhliGccGm"
tweet-ar-301	"الله يحفظ اهلنا في الكويت وبلادنا وبلاد المسلمين .
هزه ارضية جنوب الكويت. https://t.co/rjnh0o9LAW"
tweet-ar-302	"#عاجل

الحظر الذكي : حظر شامل لمده لا تقل عن اسبوعين يسمح بفتح السوبر ماركت والمخابز فقط لمده ساعتين كل يوم ويسمح بتنقل شخص واحد من افراد العيله الواحد بحيث لا يسمح لهم بالتنقل بالمركبات جميع التصاريح ملغيه باستثناء الصادرة عن قوات المسلحه الاردنيه 
الاعلان الرسمي غدا.
احيييه"
tweet-ar-305	#الوداع_مؤثر الطفلة #رغد_عاشور تقبل والدها قبل دخولها الى غرفة العمليات لاجراء عملية قلب مفتوح و توفيت خلال العملية وكأن حالها يقول الملتقى الجنة يا أبي أعلم بأنك تحبني وتريدتي أن ابقى معك ولكن إرادة الله فوق كل شئ انا لله و انا اليه راجعون ..💔😔 https://t.co/a42c56mTqE
tweet-ar-308	"@QATARTEAM عاجل |
اعترض المتظاهرون الارمن سيارة رئيس البرلمان الأرميني أرارات ميرزويان ، وأطلقوا الرصاص على نوافذ سيارته ، وأخرجوه من سيارته وأعدموه في شوارع العاصمة... https://t.co/4NfSP4dCEq"
tweet-ar-309	هل كنت تعلم ان مؤسس الشركة الألمانية التي طورت علاج فيروس #كورونا ليس تركي بل سوري عربي من لواء اسكندرون المحافظة رقم 15 في سوريا والمحتلة من تركيا منذ سنة 1918. https://t.co/FRU6f9KoQP
tweet-ar-311	"هل تعلم ان #إسرائيل الصحراوية توفر 95% من الموارد الغذائية التي تستهلكها. بمعنى ان هناك اكتفاء ذاتي تقريبا. هذا يعود ضمنا الى ريادتها العالمية في التكنولوجيا الزراعية التي تتشارك بها مع الدول النامية.
@eyalasaf @AviKaner https://t.co/4xpoTKM3VP"
tweet-ar-313	"من بقايا خط سكة الحديد الذي بناه السلطان عبد الحميد الثاني في الحكم العثمانيين
القطار يمر من إسطنبول بالشام إلى مكة لنقل الحجاج والبضائع عام 1900م ... لقد كان قلب العالم الإسلامي النابض 
  توقف بعد تم  تخريبه  من ن خلال  الثورةالعربية الكبرى ضد العثمانيين وفي عام 1917
#يا_شوال https://t.co/cZyfmu2FIb"
tweet-ar-316	"تونسي يشارك في مهرجان البيتزا بايطاليا .. 
و ايطاليا تمنحه ساعتين لمغادرة التراب الايطالي و الاوروبي نهائيا و إلى للابد 😒😑 https://t.co/s7qMs57O3D"
tweet-ar-317	"تدهور الحالة الصحية لـ ""عبلة كامل"" وتصارع السرطان في مرحلته الأخيرة 💔 https://t.co/Gl1yzVdKyE"
tweet-ar-318	"#قطر تمنع ركوب سيارات موديل 2006 وما قبل 
من المشي في شوارعها بسبب قدمها 
وإنها لم تعد تناسب مواطنيها ومنظر شوارع بلدها 
الحمد لله على نعمة السيرفيس والباصات الخضر 😴
اعمل نفسك ميت 🌚"
tweet-ar-319	"مظاهرات في #المغرب ضد الرسوم المسيئة وتصريحات #ماكرون المعادية للإسلام #إلا_رسول_الله_يا_فرنسا 
#مقاطعه_المنتجات_الفرنسيه5 🇲🇦 https://t.co/XpZ2dd3gny"
tweet-ar-320	"ليس مسرح.. هذا جمهور لمباراة كرة القدم في سبعينات القرن الماضي بالجزائر.
#اليوم_العالمي_للاعترافات #مقاطعه_المنتجات_الفرنسيه12 https://t.co/fKXr1ExZ1Z"
tweet-ar-321	"الصورة التي تناقلها الإعلام الأسباني لثور باعه صاحبه لحلبة مصارعة، الثور وهو في الحلبة في وسط الصراع غارق في دمائه من السيوف رأى صاحبه فذهب إليه عله ينقذه ولم يدري أن صاحبه هو الذي باعه ليستمتع بتعذيبه !
إحدى الصحف علقت على الخبر: 
لايوجد حيوان في العالم أكثر وحشية من الانسان! https://t.co/ma40oDtJ8q"
tweet-ar-322	"عاجل : الرئيس #أردوغان يصدر مرسوما رئاسيا بمنع إستخدام اللغة الفرنسية في المؤسسات التعليمية ومؤسسات الإذاعة والتلفزيون .. الله أكبر والعزة للإسلام

 ومقاطعة جميع البضائع الفرنسيه في جميع مدن تركيا 
وتم تكليف حمله عالية المستواء للفحص والتدقيق لمن يخالف هذا المرسوم الرئاسي ٠٠٠٠ https://t.co/e3OGPNPBeh"
tweet-ar-324	"مرشد الإخوان الخروف إبراهيم منير
 فى بيان له من تركيا
فوز #بايدن بالإنتخابات الأمريكيه يعنى لنا عودة
الشرعية فى بلدان كثيرة وبالأكثر #مصر وسنبايعه
على العهد والسمع والطاعة السياسية ليكون لنا ظهير سياسى..ده عند أمك يا روح خالتك 😁🤔 https://t.co/kO0G2rBHja"
tweet-ar-328	"رابح ماجر في تدخل مع قناة اون سبورت المصرية : 
"" منتخب مصر يمتلك اسماء ثقيلة في تشكيلته كان يستحق التتويج بكأس امم افريقيا الاخيرة ، لكن الحظ وقف مع الجزائر "". https://t.co/yMC8sr4gZy"
tweet-ar-329	"صحيفة الديلي ميل : بوتين سيترك الرئاسه في شهر يناير المقبل بسبب اصابته بمرض  الشلل الرعاشي.

الله يشله ويحله. هذه من عند سوري مظلوم. قولوا معي أمين يارب العالمين."
tweet-ar-330	"تعتبر هذه الصورة واحدة من أفضل الصور في آخر عشر سنوات لأنها أدخلت صاحبها (( المصور )) في حالة اكتئاب

القصة تقول ان هذين الفهدين هاجما الغزالة في وقت كانت تلعب فيه مع اولادها الصغار . وأن الغزالة كان امامها فرصة للهرب وكانت المسافه والنجاة بحياتها في صالحها هي  لكنها قررت أن تسلم https://t.co/JUxEq47XyE"
tweet-ar-332	هذه الصورة برأيكم تثير رعب أحد ؟  ولي العهد السعودي محمد بن نايف مع بايدن 🤔 https://t.co/AevzbgZ33G
tweet-ar-333	يقولون زوجة محمد بن سلمان مدري صدق او لا https://t.co/6jf4DbxyKF
tweet-ar-335	"فيديو متداول USA
حرق بطاقات اقتراع صوتت
 ل #ترامب
تقاربر تتحدث عن اعترافات
 ناخبين حصلوا على  مبالغ مالية للتصويت لصالح #بايدن
ليس ذلك غريبا!
في عالم أصبح فيه #الفساد_المالي قضية1 للشعوب حتى بفساد شراء الأصوات! وخداع الناس بالديمقراطية مع #التنظيم؟!

#انتخابات_الرئاسة_الأمريكية https://t.co/v6QMGHoWDf"
tweet-ar-338	ويسألونك هل من المعقول ان يكون هناك تزوير في انتخابات اميركا. لقاء جو بایدن وآیة الله احمد حمود مندوب خامنئي في المركز الاسلامي   دیربورن میشغان الولايات المتحدة يوم امس https://t.co/3bh10tzLUq
tweet-ar-339	"عاجل : 
مصادر كثيرة تؤكد نية الويفا تحويل مستضيف اليورو من 12 بلد الى دولة واحدة والاقرب روسيا https://t.co/Sfvzw3dG5P"
tweet-ar-342	"#TrumpvsBiden 
الأصوات لصالح ترامب التي من المفترض أن  تصل عن طريق البريد تلقى في الشارع ولا تصل https://t.co/e0T8wiQIY7"
tweet-ar-343	#تركيا: رفض طلب #إسرائيل بتقديم مساعدات الإغاثة والإنقاذ لضحايا زلزال #أزمير https://t.co/ssd2GHz6GL
tweet-ar-344	"هذه بنت بايدن الله يستر
#بایدن_ترامپ https://t.co/ZVHB0CvVkH"
tweet-ar-346	"طائرة جزائرية تحط في مطار اسرائيلي وسط صدمة المصور الفلسطيني الذي يعمل في شركة شحن بالمطار نفسه!

مع احترامي ماذا قدمت الجزائر لفلسطين مقارنة بالسعودية ومصر حتى ينصدم هذا المسكين؟
لم تقدم ريالاً واحداً وجيشها لم يخض حرباً منذ تأسيسه، فقط الغناء للقضية ولبس الكوفية في ساحات باريس. https://t.co/hcVmdavwms"
tweet-ar-347	"شباب #ألمان بسبب أحداث #فرنسا قرأوا عن #الاسلام 
فعرفوا حقيقته وحقيقة اعداءه فهداهم الله الى الاسلام فأحبّوا الله فعملوا لنشر دينه و نشر القرآن الكريم 
ما شاء الله هذا هو الإسلام كلما حاربوه انتشر
الجميل في المسلمين الجدد هو عند دخولهم الاسلام 
في كل الصور ترى اصبع التوحيد https://t.co/pemM94caaD"
tweet-ar-348	الشرطة النمساوية و هي تلاحق المشتبه بهم في تنفيد هجوم فيينا . https://t.co/nixBYl55iu
tweet-ar-350	"الصورة من الحرب العالمية الثانية لمقاتلين مسلمين جلبتهم فرنسا من المستعمرات ليقاتلوا معها ويدافعوا عنها
هنا هم يصلون قبل أن يقع استعمالهم كدروع بشرية ضد الألمان
وقتها لم يكن لفرنسا مشكلة لا مع دينهم أو صلاتهم
حقبةمأساوية للمسلمين وتاريخ قذر لأوروبا عامة وفرنسا خاصة
يجب ان لا ننسى https://t.co/i1qwp1In4C"
tweet-ar-351	"*⭕يديعوت احرونوت:* مقتل 8 شخصيات إسرائيلية كانوا ذاهبون إلى مؤتمر في النمسا.
يمكن بلشت تتحسن الايام 😂😂😂 معقول صار #صباح_الخير قولاً وفعلاَ؟"
tweet-ar-352	#ترامب يتلصص على زوجته ميلانيا كي يعرف لمن تدلي بصوتها 😅 https://t.co/tU54L0NcWs
tweet-ar-354	"جنازة الشاب الشيشاني الذي قتل المعلم الفرنسي نقلت الى الشيشان وتم دفنه وتكريمه كبطل قومي.
#مقاطعه_المنتجات_الفرنسيه https://t.co/ckBw8rJuRM"
tweet-ar-355	"#الإنسانية 🌷

من اليابان . . 
مجموعة من الشالات عُلِقت وعلى كل شال كُتبت العبارة التالية :
""أنا لست مفقودًا لقد صُنِعت يدوياً من أجلك! .. إن كنت تشعر بالبرد وتحتاجني ، من فضلك خذني""

#اقتباسات_عشريني 💜 https://t.co/vmX88zvxmj"
tweet-ar-362	"ركزو بتصرفات الناس يوم تزلزلت الارض من تحت اقدامهم بازمير تركيا،،،،،ضعف ورعب عجيب اللهم لاتفجعنا وارحمنا والطف بنا يارب🌷
 #الانتخابات_الاميركيه https://t.co/HpNS2MScfZ"
tweet-ar-367	"غرفة التحقيق
٢ س  · 
🔵 الشرطة الكاميرونية تلقي القبض على عناصر استخباراتية فرنسية تخطط لتنفيذ عمليات إرهابية بإسم جماعة #بوكو_حرام . 

هل عرفتم من يقف وراء الإرهاب ؟!! https://t.co/WHLduAONYi"
tweet-ar-369	مازال طموح اردوغان مستمر لنهب ثروات سوريا وتدميرها حيث بدأت تركيا التي احتلت مدينة عفرين في سرقة أشجار الزيتون من عفرين ونقلها إلى مدينة هاتاي.كما وضح في هذا الفيديو https://t.co/tuVhau7zme
tweet-ar-370	تتعرض فيتنام لموجة قوية من إعصار مولاف، بعدما تجاوزت سرعة الرياح المصاحبة له مائة وخمسين كيلو مترا في الساعة، وأظهرت لقطات فيديو التقطها أحد السكان رياح الإعصار وهي تقتلع الأشجار وأسقف المباني في فيتنام، ودعت السلطات الجهات المختصة للاستعداد لنقل أكثر من مليون وفقًا لما نشرته شبك https://t.co/DqmTXIx7Rk
tweet-ar-371	"ظهر شخص اليوم من بين احراج محافظة عجلون حيث عرف عن نفسه للمواطنين الذين تفاجوا بما شاهدوه بأنه يدعي طرزان!

احلوت الأمور!
#الأردن https://t.co/5mrDn3bd8K"
tweet-ar-374	"تصويرة اليوم من تونس 🇹🇳❤
و يقولوا عليه منجوس! تي هو أنظف من برشة عباد https://t.co/QMhxJtaZVS"
